,column,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_algorithm,param_metric,param_n_neighbors,params,split0_test_accuracy,split1_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_hit@5,split1_test_hit@5,mean_test_hit@5,std_test_hit@5,rank_test_hit@5,split0_train_hit@5,split1_train_hit@5,mean_train_hit@5,std_train_hit@5,split0_test_mrr,split1_test_mrr,mean_test_mrr,std_test_mrr,rank_test_mrr,split0_train_mrr,split1_train_mrr,mean_train_mrr,std_train_mrr,split0_test_mdcg,split1_test_mdcg,mean_test_mdcg,std_test_mdcg,rank_test_mdcg,split0_train_mdcg,split1_train_mdcg,mean_train_mdcg,std_train_mdcg,split0_test_map@5,split1_test_map@5,mean_test_map@5,std_test_map@5,rank_test_map@5,split0_train_map@5,split1_train_map@5,mean_train_map@5,std_train_map@5,params_str
0,0,0.003270387649536133,0.00016689300537109375,1.2991209030151367,0.06202292442321777,brute,hamming,1,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 1}",0.3468013468013468,0.3448687350835322,0.3458646616541353,0.0009658517621235504,10,0.9653937947494033,0.9618406285072951,0.9636172116283492,0.0017765831210541094,0.35353535353535354,0.3532219570405728,0.3533834586466165,0.0001566246100740885,10,0.9665871121718377,0.9618406285072951,0.9642138703395664,0.002373241832271278,0.35238424127312623,0.35046814760418316,0.35145556198187444,0.0009575966188569007,10,0.9656895742814594,0.9621667769815914,0.9639281756315254,0.0017613986499340206,0.4675654979404909,0.46502296650636893,0.46633320103951104,0.0012706683102792105,10,0.9720007346533831,0.9680186670923083,0.9700097008728457,0.001991033780537388,0.08716391913361608,0.0877214094576863,0.08743411976494682,0.00027861417112742587,10,0.130906327165277,0.129396660204741,0.130151493685009,0.0007548334802680023,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 1}"
1,0,0.011783242225646973,0.005170941352844238,1.4561480283737183,0.14109456539154053,brute,hamming,5,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 5}",0.3782267115600449,0.38902147971360385,0.38345864661654133,0.00539484768032982,9,0.5596658711217184,0.5566778900112234,0.5581718805664708,0.0014939905552475152,0.5420875420875421,0.5501193317422435,0.5459803354540197,0.004014007635103984,8,0.9928400954653938,0.9887766554433222,0.990808375454358,0.002031720011035798,0.39339213598472494,0.3862839891479477,0.38994700755834016,0.003552403250197514,9,0.6112783795361336,0.5888725814651732,0.6000754805006534,0.011202899035480218,0.5465190344683718,0.5515097817957422,0.5489379160532974,0.0024942010110054606,9,0.7829368124421398,0.7651476739791541,0.7740422432106469,0.008894569231492844,0.2074011884112894,0.2095203483866968,0.20842828850347644,0.0010590820585438144,9,0.24605117833638118,0.23608689103638594,0.24106903468638358,0.00498214364999762,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 5}"
2,0,0.0037571191787719727,0.0012720823287963867,1.3696352243423462,0.03981029987335205,brute,hamming,10,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 10}",0.39057239057239057,0.4081145584725537,0.3990746096009254,0.008766962148506169,8,0.5095465393794749,0.489337822671156,0.49944218102531546,0.01010435835415946,0.5432098765432098,0.5477326968973747,0.545401966454598,0.0022603474710265314,9,0.837708830548926,0.8170594837261503,0.8273841571375382,0.01032467341138782,0.42939676921158126,0.4311876932401971,0.43026478213001973,0.0008950412092213201,8,0.5785084479296894,0.5575129602907387,0.568010704110214,0.010497743819475325,0.5670298576618207,0.5710626153711057,0.5689844273323706,0.0020154312963262346,8,0.7301162331151062,0.7152254905904967,0.7226708618528015,0.007445371262304767,0.23690770135214578,0.23687301759497462,0.2368908910638234,1.7333729104529343e-05,8,0.2649544369711434,0.251361134189417,0.25815778558028024,0.00679665139086319,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 10}"
3,0,0.003206491470336914,0.0007274150848388672,1.4186804294586182,0.06333565711975098,brute,hamming,15,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 15}",0.4062850729517396,0.4081145584725537,0.40717177559282824,0.0009143128947060178,7,0.48448687350835323,0.48597081930415265,0.48522884640625297,0.0007419728978997064,0.5387205387205387,0.5692124105011933,0.5534991324465008,0.015238771357080485,7,0.7494033412887828,0.7474747474747475,0.7484390443817652,0.0009642969070176588,0.45226542381424284,0.45285085174703066,0.45254916505639214,0.000292576411116285,7,0.5616307684625099,0.5537368604708657,0.5576838144666878,0.003946953995822122,0.576703688338293,0.5888181083508119,0.5825752233125503,0.006054363537352285,7,0.7063228049347552,0.7022330208268129,0.7042779128807841,0.0020448920539711257,0.24635328756540875,0.2581345762431681,0.2520633627024604,0.0058878761442923,7,0.26983657750364193,0.2692051588516235,0.2695208681776327,0.00031570932600921697,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 15}"
4,0,0.004747271537780762,0.002565741539001465,1.4359149932861328,0.08323335647583008,brute,hamming,20,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 20}",0.40852974186307517,0.4224343675417661,0.41526894158473104,0.006949045734141955,6,0.4737470167064439,0.46352413019079686,0.4686355734486204,0.005111443257823534,0.5667789001122334,0.5835322195704057,0.5748987854251012,0.008372723279558993,5,0.733890214797136,0.7283950617283951,0.7311426382627655,0.002747576534370466,0.46017401552733994,0.4715531558883223,0.4656891801441724,0.005686896476822779,6,0.5561957396399829,0.5431058573442148,0.5496507984920989,0.006544941147884065,0.5870221510806171,0.5973571652386789,0.5920312556870114,0.005165078708838537,6,0.6894095380862094,0.6806277776534603,0.6850186578698348,0.004390880216374571,0.25774571107904437,0.2693996476872372,0.2633940620782726,0.0058242300328323,6,0.27267548481748954,0.2751829745264089,0.2739292296719492,0.0012537448544596708,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 20}"
5,0,0.004098415374755859,0.0004189014434814453,1.3767096996307373,0.0455477237701416,brute,hamming,25,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 25}",0.4186307519640853,0.42601431980906923,0.42220936957779065,0.003690049039907986,5,0.4665871121718377,0.45454545454545453,0.46056628335864613,0.0060208288131915755,0.5611672278338945,0.5847255369928401,0.5725853094274147,0.011773619193176358,6,0.7124105011933174,0.7194163860830527,0.7159134436381851,0.0035029424448676516,0.4688561362370027,0.48066190278762017,0.47457807514354833,0.00590010932926947,5,0.5543175837041123,0.5422556280086135,0.5482866058563629,0.006030977847749419,0.5871865957828626,0.6020960984725369,0.5944128324826584,0.007451248128357612,5,0.6803004319164758,0.6789502492106448,0.6796253405635604,0.0006750913529154912,0.26875333420787967,0.2798778528551798,0.27414509049847396,0.00555964544726108,5,0.28555197388132947,0.28732947561230393,0.2864407247468167,0.0008887508654872311,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 25}"
6,0,0.0021959543228149414,0.00013577938079833984,1.3568682670593262,0.029410123825073242,brute,hamming,40,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 40}",0.4287317620650954,0.4403341288782816,0.4343551185656449,0.005798457252443805,4,0.46897374701670647,0.4444444444444444,0.45670909573057544,0.012264651286131023,0.5712682379349046,0.6073985680190931,0.5887796414112204,0.018056675666533177,4,0.7076372315035799,0.6666666666666666,0.6871519490851232,0.020485282418456652,0.4862278134451836,0.5038162764559421,0.4947524704741111,0.008790098826057094,4,0.5545096470239956,0.5263165496688392,0.5404130983464175,0.014096548677578202,0.5960824395401259,0.6144099587041107,0.6049652972957184,0.009159453250084503,4,0.6724248124295223,0.6518688339551847,0.6621468231923535,0.010277989237168828,0.29548602912239275,0.30126450319767745,0.29828670076790376,0.0028878792964736203,4,0.30662280837698497,0.3010556502980745,0.3038392293375297,0.002783579039455225,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 40}"
7,0,0.0021663904190063477,0.00017583370208740234,1.5392341613769531,0.03154444694519043,brute,hamming,60,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 60}",0.43658810325476993,0.4486873508353222,0.4424522845575477,0.006046780886364687,3,0.4630071599045346,0.4388327721661055,0.45091996603532003,0.012087193869214558,0.5914702581369248,0.6193317422434368,0.604973973395026,0.013924195569962928,2,0.6933174224343676,0.6778900112233446,0.685603716828856,0.007713705605511489,0.4977245537174539,0.5127747378064462,0.5050189749242645,0.007521555772762771,3,0.5493308171054352,0.5241983692953993,0.5367645932004173,0.012566223905017937,0.6025692521222048,0.6202005087644606,0.6111146500783704,0.008811485586785298,3,0.6591421630755155,0.6404498146674539,0.6497959888714847,0.009346174204030833,0.30962817205241444,0.3167688476996352,0.313089066322149,0.0035686600122760274,3,0.3283121274111727,0.3114411551785289,0.3198766412948508,0.008435486116321916,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 60}"
8,0,0.005137801170349121,0.0026172399520874023,1.4274653196334839,0.04647719860076904,brute,hamming,80,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 80}",0.43546576879910215,0.45346062052505964,0.4441873915558126,0.008993197696390957,2,0.4630071599045346,0.43434343434343436,0.44867529712398446,0.014331862780550125,0.5937149270482603,0.630071599045346,0.611336032388664,0.018169793440475555,1,0.6742243436754176,0.6498316498316499,0.6620279967535337,0.012196346921883872,0.5005468429400309,0.5246089329206719,0.5122090936073399,0.012025391232988224,2,0.5473713165819185,0.5174774059016939,0.5324243612418063,0.014946955340112311,0.6036716627226073,0.6255663217399591,0.6142834176425267,0.010942185022512952,1,0.6525662463892117,0.6308277759169159,0.6416970111530638,0.010869235236147912,0.316417566720597,0.3280320077694779,0.322046775279858,0.00580449153326415,2,0.33755865852524564,0.31835152875556916,0.3279550936404074,0.00960356488483824,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 80}"
9,0,0.003975391387939453,0.0006203651428222656,1.6247625350952148,0.14731216430664062,brute,hamming,100,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 100}",0.43658810325476993,0.45346062052505964,0.44476576055523426,0.008432294178262377,1,0.46539379474940334,0.4287317620650954,0.4470627784072494,0.018331016342153977,0.5813692480359147,0.6241050119331742,0.6020821283979179,0.02135784052501784,3,0.6646778042959427,0.6453423120089786,0.6550100581524607,0.009667746143482037,0.5011702114860692,0.5239704741747708,0.512220888254798,0.011394774072706598,1,0.5479464370038972,0.5131223696034204,0.5305344033036588,0.017412033700238416,0.6037487627159892,0.624991177926209,0.6140443925286927,0.010616216373639693,2,0.6488539075961895,0.6247773799334978,0.6368156437648437,0.012038263831345875,0.32113064264579416,0.3441304280445091,0.3322780227291505,0.011494488546790384,1,0.3445907076217339,0.32558791376973195,0.3350893106957329,0.009501396926000966,"{'algorithm': 'brute', 'metric': 'hamming', 'n_neighbors': 100}"
